,c_Pnome_jogador,c_Unome_jogador,n_camisa,d_data_nascimento,c_posicao,c_nome_time
2380,Gabriel,Franco,18.0,1990-08-11,Meio-Campo,Palmeiras
2381,Adniellyson,Oliveira,36.0,1997-06-15,Meio-Campo,Internacional
2382,Carlos,Oliveira,2.0,1991-10-12,Zagueiro,Athletico-Pr
2383,Bruno,Alves,59.0,1991-04-16,Zagueiro,Figueirense
2384,Edilson,Guimaraes,2.0,1994-07-15,Zagueiro,Corinthians
2385,Charles,Silva,28.0,1998-11-28,Meio-Campo,Cruzeiro
2386,Gabriel,Xavier,18.0,2001-05-06,Meio-Campo,Cruzeiro
2387,Willians,Fernandes,5.0,1994-09-17,Meio-Campo,Cruzeiro
2388,Biro-Biro,,9.0,1991-05-20,Atacante,Ponte Preta
2389,Renato,Caja,10.0,1993-08-09,Meio-Campo,Ponte Preta
2390,Anderson,Lopes,11.0,1990-10-28,Atacante,Avai
2391,Eltinho,,6.0,1987-07-07,Zagueiro,Avai
2392,Wesley,,11.0,1999-03-30,Atacante,Goias
2393,Luan,Teixeira,4.0,1990-12-26,Zagueiro,Vasco
2394,Ygor,Santiago,8.0,1997-08-29,Meio-Campo,Goias
2395,Rafael,Forster,6.0,1990-07-23,Zagueiro,Goias
2396,Dagoberto,Pelentier,10.0,1992-06-25,Meio-Campo,Vasco
2397,Christianno,,6.0,1996-01-11,Zagueiro,Vasco
2398,Pablo,Guinazu,5.0,1996-11-26,Meio-Campo,Vasco
2399,Apodi,,2.0,1986-12-13,Zagueiro,Chapecoense
2400,Roger,Silva,23.0,2000-03-09,Atacante,Chapecoense
2401,Ananias,Monteiro,11.0,1998-03-27,Meio-Campo,Chapecoense
2402,Bruno,Silva,31.0,1986-08-03,Meio-Campo,Chapecoense
2403,Marcelo,Ferreira,8.0,1990-01-10,Meio-Campo,Gremio
2404,Pericles,Nunes,7.0,1997-03-13,Meio-Campo,Goias
2405,Jadson,,7.0,1993-08-30,Meio-Campo,Athletico-Pr
2406,Kadu,,4.0,1986-07-20,Zagueiro,Athletico-Pr
2407,Francisco,Santos,23.0,1998-01-08,Zagueiro,Santos
2408,Matheus,Pereira,16.0,2000-12-21,Zagueiro,Sport
2409,Hector,Canteros,20.0,1989-03-15,Meio-Campo,Flamengo
2410,Jonas,Sousa,18.0,1999-10-23,Meio-Campo,Flamengo
2411,Sergio,Junior,8.0,1997-06-30,Meio-Campo,Vasco
2412,Gilberto,Junior,9.0,1998-09-17,Atacante,Vasco
2413,Martin,Silva,1.0,1992-01-30,Goleiro,Vasco
2414,Rafael,Santos,11.0,1989-03-14,Meio-Campo,Vasco
2415,Everton,Goncalves,9.0,1999-08-11,Atacante,Joinville
2416,Mario,Sergio,2.0,1994-04-26,Zagueiro,Joinville
2417,Eduardo,Neto,8.0,1996-07-25,Meio-Campo,Avai
2418,Pablo,Barros,7.0,1995-10-29,Meio-Campo,Avai
2419,Antonio,Capocasali,3.0,1996-06-30,Zagueiro,Avai
2420,Nino,Paraiba,2.0,1986-01-10,Zagueiro,Avai
2421,Emerson,Silva,4.0,1994-11-11,Zagueiro,Avai
2422,Marquinhos,Santos,10.0,1996-04-28,Atacante,Avai
2423,Taiberson,Nunes,28.0,1999-12-09,Meio-Campo,Internacional
2424,Fabricio,Silva,36.0,1994-11-10,Zagueiro,Cruzeiro
2425,Adalberto,Rodrigues,29.0,1992-07-10,Zagueiro,Fortaleza
2426,Fernando,Uribe,9.0,1994-09-03,Atacante,Santos
2427,Thiago,Ribeiro,23.0,1992-08-23,Meio-Campo,Sao Paulo
2428,Nilmar,,7.0,1999-08-15,Atacante,Internacional
2429,Rodrigo,Costa,3.0,1990-07-14,Zagueiro,Vasco
2430,Felipe,Azevedo,7.0,1987-01-10,Meio-Campo,Ponte Preta
2431,Bruno,Aguiar,3.0,1986-03-25,Zagueiro,Joinville
2432,Kelvin,Oliveira,29.0,2000-05-02,Meio-Campo,Palmeiras
2433,Bruno,Henrique,9.0,1990-12-30,Atacante,Goias
2434,Roberto,Cereceda,36.0,2000-05-11,Zagueiro,Figueirense
2435,Douglas,Santos,10.0,1998-12-13,Meio-Campo,Gremio
2436,Fabinho,,77.0,2002-04-09,Meio-Campo,Figueirense
2437,Ricardo,Oliveira,9.0,1994-09-04,Atacante,Santos
2438,Vilson,Junior,34.0,1992-08-21,Zagueiro,Chapecoense
2439,Victor,Ramos,3.0,1989-05-05,Zagueiro,Palmeiras
2440,Lucas,Marques,32.0,2004-03-06,Zagueiro,Palmeiras
2441,Pablo,Armero,2.0,1996-12-29,Zagueiro,Flamengo
2442,Jose,Junior,16.0,1993-06-28,Zagueiro,Fluminense
2443,Felipe,Silva,10.0,1995-12-21,Meio-Campo,Athletico-Pr
2444,Jose,Paiva,8.0,1990-12-29,Meio-Campo,Chapecoense
2445,Ivan,Martins,13.0,1997-02-27,Zagueiro,Coritiba
2446,Pablo,Castro,4.0,1996-02-01,Zagueiro,Ponte Preta
2447,Paulo,Andre,26.0,1996-02-19,Zagueiro,Cruzeiro
2448,Juninho,,6.0,1987-10-23,Zagueiro,Ponte Preta
2449,Hugo,Cabral,9.0,1988-09-06,Atacante,Avai
2450,Jeci,,3.0,1999-03-31,Zagueiro,Avai
2451,Jarro,Pedroso,11.0,1994-03-28,Atacante,Csa
2452,Thalles,,98.0,1998-01-03,Meio-Campo,Goias
2453,Vagner,Brandalise,1.0,1991-08-31,Goleiro,Avai
2454,Romario,Santos,6.0,1991-08-11,Zagueiro,Avai
2455,Renan,Pereira,5.0,1993-11-16,Meio-Campo,Avai
2456,Diego,Oliveira,9.0,1990-07-08,Atacante,Ponte Preta
2457,Joao,Silva,31.0,1999-08-13,Meio-Campo,Coritiba
2458,Anderson,Oliveira,8.0,1995-04-06,Meio-Campo,Internacional
2459,Diguinho,,8.0,2001-05-26,Meio-Campo,Vasco
2460,Neto,,25.0,1997-01-12,Meio-Campo,Sport
2461,Hernani,Junior,8.0,1991-06-04,Meio-Campo,Athletico-Pr
2462,Marcos,Lopes,21.0,1995-02-12,Zagueiro,Flamengo
2463,Egidio,Junior,66.0,1993-05-08,Zagueiro,Palmeiras
2464,Arouca,,5.0,1995-08-17,Meio-Campo,Palmeiras
2465,Lisandro,Lopez,17.0,1990-12-15,Atacante,Internacional
2466,Leandro,Damiao,9.0,1996-01-23,Atacante,Cruzeiro
2467,Vinicius,,29.0,1993-08-03,Meio-Campo,Fluminense
2468,Bressan,,3.0,1993-01-15,Zagueiro,Flamengo
2469,Giovanni,,6.0,1987-02-05,Zagueiro,Fluminense
2470,Marcelo,Costa,10.0,1999-04-07,Meio-Campo,Joinville
2471,Welinton,Junior,11.0,1999-12-05,Meio-Campo,Joinville
2472,Dener,Braz,6.0,1998-08-26,Zagueiro,Chapecoense
2473,Jordi,,1.0,1997-02-17,Goleiro,Vasco
2474,Carlos,Jesus,19.0,1994-07-08,Meio-Campo,Figueirense
2475,Lucas,Otavio,25.0,1998-10-27,Meio-Campo,Santos
2476,Werley,Silva,2.0,1991-07-31,Zagueiro,Santos
2477,Heracles,Aguiar,6.0,1997-08-05,Zagueiro,Joinville
2478,Anselmo,Moraes,8.0,1991-06-26,Meio-Campo,Joinville
2479,Wagner,Silva,47.0,1995-08-03,Meio-Campo,Chapecoense
2480,Iago,Maidana,19.0,1999-01-11,Zagueiro,Atletico-Mg
2481,Jonny,Mosquera,5.0,1998-09-18,Meio-Campo,Avai
2482,Rony,,7.0,1995-05-11,Atacante,Athletico-Pr
2483,Carlos,Souza,37.0,1998-07-19,Atacante,Palmeiras
2484,Thiago,Galhardo,89.0,1989-07-20,Meio-Campo,Coritiba
2485,Daniel,Guedes,38.0,1994-04-02,Zagueiro,Santos
2486,Marcelo,Silva,7.0,1997-09-28,Meio-Campo,Flamengo
2487,Artur,,33.0,1994-08-05,Zagueiro,Internacional
2488,Felipe,Menezes,10.0,1988-01-20,Meio-Campo,Goias
2489,Lucas,Siqueira,5.0,1988-09-23,Meio-Campo,Vasco
2490,Julio,Santos,7.0,1993-06-18,Meio-Campo,Vasco
2491,Emanuel,Biancucchi,10.0,2000-05-08,Meio-Campo,Vasco
2492,Willian,Popp,7.0,1994-04-13,Meio-Campo,Joinville
2493,Gilson,Nascimento,6.0,1992-07-21,Zagueiro,Ponte Preta
2494,Fernando,Silva,5.0,1991-05-18,Meio-Campo,Ponte Preta
2495,Victor,Santos,21.0,1998-11-09,Meio-Campo,Internacional
2496,Fabricio,Jesus,70.0,1996-10-06,Meio-Campo,Coritiba
2497,Henrique,Custodio,66.0,2000-04-23,Zagueiro,Coritiba
2498,Ayrton,Ganino,42.0,1999-08-24,Zagueiro,Palmeiras
2499,Bruno,Vieira,22.0,1993-06-04,Zagueiro,Sao Paulo
2500,William,Furtado,6.0,1997-08-16,Zagueiro,Internacional
2501,Nicolas,Freitas,5.0,1998-05-30,Meio-Campo,Internacional
2502,Clayton,Sales,2.0,1993-02-24,Zagueiro,Goias
2503,Patrick,,8.0,1992-07-29,Meio-Campo,Goias
2504,Para,,29.0,1986-02-14,Zagueiro,Cruzeiro
2505,Dankler,,3.0,2000-06-02,Zagueiro,Joinville
2506,Guti,,4.0,1999-03-16,Zagueiro,Joinville
2507,Andre,Lima,99.0,1992-07-04,Atacante,Avai
2508,Lucas,Oliveira,5.0,1996-02-02,Meio-Campo,Fluminense
2509,Antonio,Aguiar,2.0,1998-02-03,Zagueiro,Fluminense
2510,Magno,Alves,20.0,1999-10-07,Atacante,Fluminense
2511,Samuel,Xavier,27.0,1990-06-06,Zagueiro,Sport
2512,Ytalo,Santos,10.0,1992-08-04,Meio-Campo,Athletico-Pr
2513,Uendel,Goncalves,13.0,1992-01-19,Zagueiro,Corinthians
2514,Rafael,Longuine,17.0,1990-05-30,Meio-Campo,Santos
2515,Augusto,,8.0,1997-04-16,Meio-Campo,Joinville
2516,Diego,Rodrigues,6.0,2002-04-28,Zagueiro,Joinville
2517,Helio,Neto,29.0,1994-10-06,Zagueiro,Chapecoense
2518,Marcos,Padilha,1.0,1993-08-13,Goleiro,Chapecoense
2519,Alecsandro,,21.0,1999-07-28,Atacante,Palmeiras
2520,Leandro,Silva,15.0,1988-09-22,Zagueiro,Coritiba
2521,Wellington,Paulista,22.0,1983-04-22,Atacante,Coritiba
2522,Adriano,Pagode,5.0,1999-09-28,Meio-Campo,Avai
2523,Diogo,Barbosa,7.0,1992-08-17,Meio-Campo,Goias
2524,Lucas,Silva,18.0,1993-02-16,Zagueiro,Gremio
2525,Tiago,Machowski,12.0,1993-06-14,Goleiro,Gremio
2526,Renato,Junior,4.0,2002-06-05,Zagueiro,Ponte Preta
2527,Gerson,Silva,30.0,2000-05-04,Meio-Campo,Fluminense
2528,Thiago,Ribeiro,22.0,1992-07-15,Meio-Campo,Atletico-Mg
2529,Jonathan,Marlone,8.0,1991-09-29,Meio-Campo,Sport
2530,Esquerdinha,,65.0,1990-11-16,Meio-Campo,Coritiba
2531,Rodrigo,Ramos,27.0,1995-05-24,Zagueiro,Coritiba
2532,Lucio,Flavio,8.0,1998-07-05,Meio-Campo,Coritiba
2533,Erik,Lima,11.0,1996-10-24,Atacante,Goias
2534,Leonardo,Morais,2.0,1993-07-22,Zagueiro,Internacional
2535,Jhon,Cley,10.0,1996-04-16,Meio-Campo,Vasco
2536,Madson,,2.0,1992-01-13,Zagueiro,Vasco
2537,Charles,Silva,1.0,1999-11-09,Goleiro,Vasco
2538,Allano,,35.0,1994-06-07,Meio-Campo,Cruzeiro
2539,Geferson,Teles,24.0,1996-12-02,Zagueiro,Internacional
2540,Alan,Silva,5.0,1991-04-07,Meio-Campo,Coritiba
2541,Nicolas,Lopez,7.0,1992-10-01,Atacante,Internacional
2542,Rodrigo,Pimpao,17.0,1991-11-28,Atacante,Botafogo-Rj
2543,Alisson,Safira,21.0,1994-02-19,Atacante,Csa
2544,Rafael,Bastos,16.0,1997-07-29,Meio-Campo,Figueirense
2545,Douglas,Silva,4.0,1999-08-25,Zagueiro,Joinville
2546,Jubal,Junior,4.0,1993-05-31,Zagueiro,Avai
2547,Bruno,Rangel,9.0,1992-07-23,Atacante,Chapecoense
2548,Thiago,Maia,29.0,1997-03-22,Meio-Campo,Santos
2549,Fred,,4.0,1991-02-21,Zagueiro,Goias
2550,William,Souza,9.0,1995-10-24,Atacante,Avai
2551,Alan,Patrick,27.0,1991-05-13,Meio-Campo,Flamengo
2552,Emerson,Sheik,11.0,1994-05-13,Atacante,Flamengo
2553,Cesinha,,9.0,1996-03-20,Atacante,Ponte Preta
2554,Vitor,Xavier,16.0,1994-03-27,Meio-Campo,Ponte Preta
2555,Pedro,Neves,32.0,1995-07-03,Meio-Campo,Gremio
2556,Carlos,Neves,18.0,1993-12-29,Zagueiro,Atletico-Mg
2557,Fabricio,Souza,8.0,2000-04-09,Meio-Campo,Joinville
2558,Claudinei,Souza,8.0,1993-01-03,Meio-Campo,Avai
2559,Victor,Oliveira,14.0,1991-02-08,Zagueiro,Fluminense
2560,Anderson,Salles,4.0,1999-11-03,Zagueiro,Vasco
2561,Jorge,Moraes,36.0,1994-02-01,Zagueiro,Flamengo
2562,Victor,Rangel,29.0,1993-06-14,Atacante,Botafogo-Rj
2563,Gilson,Nascimento,6.0,1994-10-06,Zagueiro,Botafogo-Rj
2564,Cleiton,Schwengber,40.0,1998-07-21,Goleiro,Atletico-Mg
2565,Giovanni,Augusto,14.0,1989-09-05,Meio-Campo,Atletico-Mg
2566,Andrezinho,,10.0,1983-10-18,Meio-Campo,Vasco
2567,Paulo,Ferreira,32.0,1998-03-16,Meio-Campo,Santos
2568,Marcos,Junior,35.0,2000-01-29,Meio-Campo,Fluminense
2569,Muriel,Becker,30.0,1992-11-21,Goleiro,Internacional
2570,Marion,Fernandes,11.0,1999-09-04,Atacante,Joinville
2571,Guilherme,Souza,2.0,2003-01-22,Zagueiro,Goias
2572,Jose,Bona,43.0,1996-03-03,Zagueiro,Internacional
2573,Everton,Silva,2.0,1988-08-04,Zagueiro,Avai
2574,Roberto,Rodrigues,11.0,1999-03-18,Meio-Campo,Avai
2575,Jackson,Souza,26.0,1996-07-08,Zagueiro,Palmeiras
2576,Mario,Costa,37.0,1991-05-04,Meio-Campo,Cruzeiro
2577,Ricardo,Silva,8.0,1992-08-03,Meio-Campo,Figueirense
2578,Sidcley,Pereira,6.0,1996-09-11,Zagueiro,Athletico-Pr
2579,Marcelo,Hermes,22.0,1995-02-01,Zagueiro,Gremio
2580,Leandro,Almeida,44.0,1991-03-07,Zagueiro,Palmeiras
2581,Crysan,,9.0,1995-10-21,Atacante,Athletico-Pr
2582,Taua,,7.0,1995-02-24,Meio-Campo,Avai
2583,Jose,Neto,37.0,1995-02-20,Zagueiro,Santos
2584,Saimon,Tormen,20.0,1994-07-17,Zagueiro,Figueirense
2585,Dudu,,11.0,1992-01-07,Meio-Campo,Figueirense
2586,Rafhael,Lucas,99.0,1992-11-30,Atacante,Coritiba
2587,Paolo,Guerrero,9.0,1984-01-01,Atacante,Flamengo
2588,Cleber,Santana,88.0,1998-01-14,Meio-Campo,Chapecoense
2589,Adriano,Claro,21.0,1991-08-25,Zagueiro,Athletico-Pr
2590,Jose,Santana,20.0,1992-08-13,Atacante,Bahia
2591,Everton,Soares,11.0,1999-11-10,Meio-Campo,Gremio
2592,Ronaldinho,Gaucho,10.0,2000-03-04,Atacante,Fluminense
2593,Renan,Soares,1.0,2001-02-08,Goleiro,Goias
2594,Christian,Vilches,3.0,1994-08-06,Zagueiro,Athletico-Pr
2595,Jose,Junior,28.0,1996-06-12,Zagueiro,Coritiba
2596,Romulo,,11.0,1987-05-22,Atacante,Avai
2597,Vinicius,Araujo,39.0,1992-08-03,Atacante,Cruzeiro
2598,Eduardo,Sasha,9.0,1992-02-24,Meio-Campo,Internacional
2599,Carlos,Souza,6.0,1999-07-24,Meio-Campo,Sao Paulo
2600,Luiz,Eduardo,26.0,1993-04-28,Zagueiro,Sao Paulo
2601,Rafael,Pinto,4.0,1997-06-29,Zagueiro,Coritiba
2602,Wesley,Beltrame,19.0,1992-10-25,Meio-Campo,Sao Paulo
2603,Breno,Borges,33.0,1995-04-15,Meio-Campo,Sao Paulo
2604,Wellington,Paulista,31.0,1983-04-22,Atacante,Fluminense
2605,Daniel,Hernandez,11.0,1996-12-06,Meio-Campo,Athletico-Pr
2606,Alan,Ruschel,6.0,1989-08-23,Zagueiro,Athletico-Pr
2607,Duvier,Riascos,20.0,1990-07-07,Atacante,Vasco
2608,Carlos,Santos,7.0,1994-06-19,Meio-Campo,Joinville
2609,Guilherme,Arana,13.0,1997-04-14,Zagueiro,Corinthians
2610,Joao,Gomes,70.0,2001-02-12,Meio-Campo,Figueirense
2611,Ze,Love,9.0,1997-10-07,Atacante,Goias
2612,Jorge,Henrique,11.0,1982-04-23,Meio-Campo,Vasco
2613,Henrique,Almeida,91.0,1991-05-27,Atacante,Coritiba
2614,Tiago,Silva,45.0,1999-09-04,Zagueiro,Chapecoense
2615,Walisson,,21.0,1997-09-23,Zagueiro,Coritiba
2616,Lucas,Barros,26.0,1995-12-29,Zagueiro,Botafogo-Rj
2617,Andre,Luis,97.0,1997-04-21,Atacante,Fortaleza
2618,Wilder,Guisao,13.0,1996-12-11,Atacante,Sao Paulo
2619,Alex,Santana,38.0,1995-05-13,Goleiro,Figueirense
2620,Lucas,Lovat,36.0,1997-01-15,Zagueiro,Avai
2621,Frickson,Erazo,33.0,2000-01-13,Zagueiro,Gremio
2622,Kayke,Moreno,27.0,1988-04-01,Atacante,Flamengo
2623,Cesar,Martins,3.0,1992-10-04,Zagueiro,Flamengo
2624,Lucas,Pratto,9.0,1999-07-21,Atacante,Atletico-Mg
2625,Rodrigo,Oliveira,5.0,1994-08-24,Meio-Campo,Goias
2626,Vanderlei,Silva,1.0,1994-12-24,Goleiro,Santos
2627,Renan,Ribeiro,28.0,2000-02-01,Goleiro,Sao Paulo
2628,Marcelinho,Paraiba,10.0,1993-08-05,Atacante,Joinville
2629,Edson,Ratinho,9.0,1986-05-31,Meio-Campo,Joinville
2630,Nilton,Junior,19.0,1994-09-03,Meio-Campo,Internacional
2631,Nene,,10.0,1981-07-19,Meio-Campo,Vasco
2632,Wellington,Pinto,3.0,1998-02-07,Zagueiro,Athletico-Pr
2633,Weverton,Santos,77.0,1998-01-28,Zagueiro,Sport
2634,Gabriel,Jesus,33.0,1999-11-22,Meio-Campo,Palmeiras
2635,Alef,Santos,4.0,1995-04-17,Zagueiro,Joinville
2636,Wanderson,Santos,98.0,1991-10-17,Atacante,Ceara
2637,Luciano,Neves,18.0,1995-08-26,Meio-Campo,Gremio
2638,Gui,Azevedo,39.0,2001-05-21,Atacante,Gremio
2639,Miguel,Borja,9.0,1994-10-31,Atacante,Palmeiras
2640,Ronaldo,Alves,17.0,1989-07-09,Zagueiro,Csa
2641,Sueliton,Pereira,52.0,1995-06-11,Zagueiro,Figueirense
2642,Nestor,Camacho,16.0,1991-12-02,Meio-Campo,Avai
2643,Guilherme,Parede,77.0,1995-09-19,Meio-Campo,Coritiba
2644,Osvaldo,Filho,17.0,1995-06-17,Atacante,Fluminense
2645,Douglas,Gomes,27.0,1998-05-12,Meio-Campo,Fluminense
2646,Wellington,Silva,25.0,1988-03-06,Zagueiro,Fluminense
2647,Rever,,3.0,1985-01-04,Zagueiro,Internacional
2648,Luiz,Garcia,4.0,1990-08-26,Zagueiro,Ponte Preta
2649,German,Herrera,7.0,1999-11-13,Atacante,Vasco
2650,Luiz,Junior,6.0,1996-08-05,Zagueiro,Joinville
2651,Gustavo,Scarpa,40.0,1994-01-05,Meio-Campo,Fluminense
2652,Valdivia,,29.0,1994-04-27,Meio-Campo,Internacional
2653,Kleber,,52.0,1999-06-03,Atacante,Coritiba
2654,Paulinho,,26.0,1988-07-25,Meio-Campo,Flamengo
2655,Matheus,Reis,4.0,1994-12-27,Zagueiro,Sao Paulo
2656,Rafael,Marques,31.0,1983-05-27,Zagueiro,Gremio
2657,Eugenio,Mena,21.0,1996-02-11,Zagueiro,Cruzeiro
2658,Borges,,9.0,1992-02-22,Atacante,Ponte Preta
2659,Ewandro,,7.0,1999-03-18,Meio-Campo,Athletico-Pr
2660,Lucas,Crispim,7.0,1994-06-19,Meio-Campo,Joinville
2661,Rodinei,Almeida,2.0,1991-05-27,Zagueiro,Ponte Preta
2662,Renan,Oliveira,23.0,1992-12-09,Meio-Campo,Avai
2663,Moises,,37.0,1996-09-02,Meio-Campo,Gremio
2664,Marquinhos,,31.0,1994-05-08,Meio-Campo,Santos
2665,Rogerio,Silva,6.0,1995-10-22,Zagueiro,Joinville
2666,Jose,Melo,17.0,1991-04-18,Meio-Campo,Sao Paulo
2667,Rafael,Vaz,3.0,1988-09-17,Zagueiro,Vasco
2668,William,Barbio,7.0,1992-05-30,Meio-Campo,Chapecoense
2669,Negueba,,7.0,1999-12-03,Atacante,Coritiba
2670,Julio,Junior,6.0,1991-08-21,Zagueiro,Vasco
2671,Yago,,32.0,1997-05-26,Zagueiro,Goias
2672,Marcelo,Hermes,86.0,1995-02-01,Zagueiro,Goias
2673,Bruno,Vieira,2.0,1997-08-28,Zagueiro,Internacional
2674,Bruno,Oliveira,5.0,1998-02-01,Meio-Campo,Vasco
2675,Yago,Silva,3.0,1991-05-04,Zagueiro,Corinthians
2676,Juninho,,25.0,1987-10-23,Zagueiro,Figueirense
2677,Agenor,,1.0,1999-06-22,Goleiro,Joinville
2678,Jeferson,,2.0,1996-06-22,Zagueiro,Ponte Preta
2679,Cristian,Cabral,10.0,1996-07-07,Meio-Campo,Ponte Preta
2680,Thiego,,27.0,1994-02-25,Zagueiro,Chapecoense
2681,Leandro,Moraes,9.0,1990-08-30,Atacante,Vasco
2682,Edu,Dracena,2.0,1992-01-20,Zagueiro,Corinthians
2683,Bruno,Mota,10.0,1995-05-22,Meio-Campo,Athletico-Pr
2684,Andrei,Girotto,28.0,1992-06-24,Meio-Campo,Palmeiras
2685,Agustin,Allione,20.0,1997-12-24,Meio-Campo,Palmeiras
2686,Daniel,Guedes,15.0,1994-04-02,Zagueiro,Goias
2687,Elton,Ataide,8.0,1994-04-04,Meio-Campo,Ponte Preta
2688,Matheus,Sales,36.0,1995-05-13,Meio-Campo,Palmeiras
2689,Cristian,Ledesma,24.0,1996-02-03,Meio-Campo,Santos
2690,Luis,Caceres,6.0,1994-08-03,Meio-Campo,Coritiba
2691,Arthur,Rezende,10.0,1994-03-21,Meio-Campo,Goias
2692,Marcos,Araujo,34.0,1992-05-15,Atacante,Cruzeiro
2693,Tulio,Melo,99.0,1996-11-20,Atacante,Chapecoense
2694,Fernando,Barrientos,7.0,1991-11-07,Meio-Campo,Athletico-Pr
2695,Ze,Roberto,11.0,1993-09-14,Zagueiro,Palmeiras
2696,Marcelo,Lomba,1.0,1986-12-18,Goleiro,Ponte Preta
2697,Alexandro,Batista,9.0,1994-01-06,Atacante,Ponte Preta
2698,Paulo,Vidotti,1.0,1993-06-14,Goleiro,Gremio
2699,Danrlei,Santos,5.0,1991-12-16,Meio-Campo,Joinville
2700,Fernando,Viana,11.0,1992-02-20,Atacante,Joinville
2701,Willian,Souza,15.0,1999-08-06,Meio-Campo,Palmeiras
2702,Francinilson,Meirelles,40.0,1997-11-10,Meio-Campo,Chapecoense
2703,Pablo,Mouche,17.0,1999-11-03,Meio-Campo,Palmeiras
2704,Giorgian,Arrascaeta,10.0,1994-06-01,Atacante,Cruzeiro
2705,Rafael,Donato,3.0,1989-03-17,Zagueiro,Joinville
2706,Luiz,Gustavo,4.0,1994-02-12,Zagueiro,Joinville
2707,Ayrton,Medeiros,36.0,1992-07-02,Zagueiro,Fluminense
2708,Jose,Silva,7.0,1999-12-14,Meio-Campo,Sport
2709,Rodrigo,Marinho,26.0,1998-08-17,Meio-Campo,Corinthians
2710,Leo,Cittadini,27.0,1994-02-27,Meio-Campo,Santos
2711,Liniker,Moreira,7.0,1998-10-05,Meio-Campo,Goias
2712,Marcos,Serrato,8.0,1994-02-08,Meio-Campo,Ponte Preta
2713,Moises,Barbosa,6.0,1994-03-08,Zagueiro,Bahia
2714,Yago,Rocha,6.0,1994-05-22,Meio-Campo,Goias
2715,Matheus,Rossetto,20.0,1991-03-01,Meio-Campo,Athletico-Pr
2716,Guilherme,Parede,77.0,1995-09-19,Meio-Campo,Internacional
2717,Rafael,Santos,36.0,1989-03-14,Zagueiro,Cruzeiro
2718,Ygor,Nogueira,44.0,1993-09-10,Zagueiro,Fluminense
2719,Douglas,Grolli,13.0,1991-03-17,Zagueira,Cruzeiro
2720,Lucas,Barrios,8.0,1997-12-13,Atacante,Palmeiras
2721,Paulo,Andre,13.0,1991-12-10,Zagueiro,Athletico-Pr
2722,Leonardo,Morais,33.0,1995-09-25,Zagueiro,Athletico-Pr
2723,Lucas,Fernandes,29.0,1997-09-20,Meio-Campo,Sao Paulo
2724,Leandrinho,,10.0,1996-09-21,Meio-Campo,Botafogo-Rj
2725,Wellington,Lima,8.0,1994-04-17,Meio-Campo,Santa Cruz
2726,Tiago,Cardoso,1.0,1999-04-29,Goleiro,Santa Cruz
2727,Grafite,,23.0,1997-07-01,Atacante,Santa Cruz
2728,Lucas,Marques,21.0,2004-03-06,Zagueiro,Cruzeiro
2729,Carlos,Marques,22.0,1995-09-24,Meio-Campo,Atletico-Mg
2730,Andrigo,,20.0,1990-09-26,Meio-Campo,Internacional
2731,Deyvison,Silva,13.0,1994-10-05,Atacante,Gremio
2732,Ravanelli,Santos,10.0,1991-05-05,Meio-Campo,Ponte Preta
2733,Kadu,,4.0,1986-07-20,Zagueiro,Ponte Preta
2734,Elicarlos,,85.0,1985-06-08,Meio-Campo,Figueirense
2735,Joao,Gomes,5.0,2001-02-12,Meio-Campo,Ponte Preta
2736,Clayson,Vieira,7.0,1993-10-13,Meio-Campo,Ponte Preta
2737,Douglas,Grolli,3.0,1996-08-19,Zagueira,Ponte Preta
2738,Weverton,Santos,70.0,1996-04-13,Meio-Campo,Figueirense
2739,Banguele,,32.0,1996-11-16,Meio-Campo,Sao Paulo
2740,Jonathan,Moreira,2.0,2000-06-07,Zagueiro,Fluminense
2741,Thiago,Bueno,31.0,1998-11-13,Zagueiro,Palmeiras
2742,Wellington,Paulista,9.0,1983-04-22,Atacante,Ponte Preta
2743,Danilo,Neves,32.0,1997-01-03,Meio-Campo,Palmeiras
2744,Matheus,Jesus,8.0,1997-04-10,Meio-Campo,Ponte Preta
2745,Josimar,,5.0,1994-01-19,Meio-Campo,Chapecoense
2746,Vitor,Bueno,18.0,1994-09-05,Meio-Campo,Santos
2747,Juan,Mino,7.0,1998-07-03,Zagueiro,Cruzeiro
2748,Bruno,Viana,36.0,1999-01-23,Zagueiro,Cruzeiro
2749,Keno,,11.0,1989-09-10,Meio-Campo,Santa Cruz
2750,Tiago,Silva,6.0,1999-09-04,Zagueiro,Santa Cruz
2751,Hueglo,Neris,3.0,2000-05-29,Zagueiro,Santa Cruz
2752,Henrique,Buss,33.0,1995-08-15,Zagueiro,Fluminense
2753,Uillian,Correia,5.0,1989-09-27,Meio-Campo,Santa Cruz
2754,Danilo,Barcelos,14.0,1991-08-17,Meio-Campo,America-Mg
2755,Alison,Ferreira,3.0,1999-08-23,Zagueiro,America-Mg
2756,Andre,Souza,9.0,1998-05-29,Atacante,Corinthians
2757,Vander,Souza,17.0,1998-11-10,Meio-Campo,Vitoria
2758,Diego,Renan,26.0,1990-01-26,Zagueiro,Vitoria
2759,Mauricio,Alves,5.0,1991-09-07,Meio-Campo,Vitoria
2760,Anselmo,Moraes,21.0,1991-05-23,Meio-Campo,Internacional
2761,Fernando,Silva,5.0,1991-05-18,Meio-Campo,Internacional
2762,Diego,Lugano,5.0,1999-10-09,Zagueiro,Sao Paulo
